AMID_N,nN,SMR_VSA3,NssNH,IC1,AATS1i,PEOE_VSA3,IC2,nHetero,SMR_VSA9,AMID_h,GGI10,Mor18m,JGI5,AATS8d,AATSC6d,NaaN,SIC2,SpMax_A,ATSC6d,MIC1,GATS6d,n8FRing,AATS2i,n8FARing,Mor18v,PEOE_VSA10,Mor18,MIC2,SIC1,n9FaRing,nHBAcc,n9FRing,GATS7c,AXp-5d,SdssC,ATS0Z,SlogP_VSA10,SM1_Dzi,JGI8,pIC50,pIC50_predito,id
0.305122612954963,3,14.53505668968577,0,3.3579854995280525,144.10276215196666,9.374393568622027,4.327682469225024,5,22.64523547624238,0.4867205182254214,0.0123456790123456,-0.8697831041504028,0.0186892361111111,1.9807692307692308,-0.1599683006905921,2,0.8579191805448022,2.5271108157457443,-11.677685950413222,35.74742323522285,1.089567966280295,1,150.34027466927267,1,-0.8633012022627603,11.511148835894357,-1.317490583230938,44.73182576406524,0.6656865859551675,0,4,0,0.7949580693502296,0.0676176943690231,0.0,1072.0,4.39041504767482,0.9425514546196928,0.0125425170068027,5.795880017,5.838732922500001,0
0.305122612954963,3,14.53505668968577,0,3.324675603838389,145.11104220712105,9.374393568622027,4.3963834611048735,4,22.64523547624238,0.3891191494378995,0.0123456790123456,-0.9818457502266325,0.0186892361111111,1.890625,-0.160453514739229,2,0.857114619447025,2.5271108157457443,-12.996734693877553,31.56586402116672,1.061273738327563,1,151.9787192737561,1,-0.939231111984974,17.335553333894282,-1.4837803418974658,40.19555363991416,0.6481755038384658,0,3,0,0.6687349068637443,0.0676176943690231,0.0,854.0,4.39041504767482,1.029451949889485,0.0125425170068027,5.236572006,5.465125914119997,1
0.2913428549708267,3,14.53505668968577,0,3.3320481299549654,144.85923688093567,4.9839785209472085,4.505751655873359,4,28.394747309526284,0.3774215613715242,0.020610141822263,-1.0859094410551513,0.020016835016835,2.1486486486486487,-0.1179675025828871,2,0.852489833184972,2.52768455322564,-10.735042735042732,30.74111637639665,1.06791569086651,1,153.19488391937978,1,-1.037850469081638,17.26784432613229,-1.7637482356619134,38.69931936261979,0.6304247041149939,0,4,0,0.7867464111706832,0.0673375140508961,0.0,876.0,0.0,0.8488829422512447,0.0110871271585557,5.292429824,5.6022278763600015,2
0.2788643363528902,3,14.53505668968577,0,3.48052594874016,144.86975024770234,4.9839785209472085,4.5239860659612985,5,34.144259142810185,0.4562937804653915,0.0046913580246913,-1.1005161401495795,0.0172777777777777,2.358974358974359,-0.1015776737669946,2,0.8620519346679675,2.5380800777085355,-8.837257617728534,33.26425892803459,1.057805642633229,1,152.85024408410544,1,-1.0364593376980464,11.518332492848389,-1.818570846378012,40.07022605178849,0.663219135520473,0,5,1,0.880810280676077,0.0658272793083728,0.0,938.0,0.0,1.022017128129546,0.0044186192995716,6.337242168,6.265764703559998,3
0.2303026565304436,3,14.951935562841626,0,3.254165883702779,144.7227278772102,14.16893075269385,4.315379908198557,6,33.90261496278784,0.4222573519973317,0.136312621161106,-1.3403189265264708,0.0316374269005848,2.617021276595745,-0.1444134658801775,2,0.8054760652773508,2.4758458038688165,-11.986317668054731,33.14213167058318,1.2719140033186642,0,147.5160065089507,0,-1.2997593832437198,11.641625339045822,-1.8194062431311773,43.355681600149246,0.6073979087646306,0,3,0,0.2821001767418658,0.0706209425223726,-0.981045649322372,1126.0,4.39041504767482,1.3757203216460874,0.0123027819045881,6.397940009,6.266360516840001,4
0.2303026565304436,3,14.951935562841626,0,3.3101317672674244,143.81379175466947,9.374393568622027,4.321986999926191,5,33.90261496278784,0.3589368543060133,0.136312621161106,-1.2815535126183957,0.0316374269005848,2.591836734693877,-0.1191594606255431,2,0.7964939411002749,2.4758458038688165,-10.605191995673335,31.81456957361973,1.2590681485100146,0,148.39115636356277,0,-1.303659298432427,11.641625339045822,-2.0864352675168534,41.5530706692525,0.6100203209581783,0,3,0,0.4636616930967442,0.0706209425223726,0.0189543506776277,1100.0,4.39041504767482,1.202586135767786,0.0123027819045881,5.22184875,5.657976317579998,5
0.2314716904788694,3,14.951935562841626,0,3.166620655451557,144.7227278772102,14.16893075269385,4.197466082439127,6,34.0330914659393,0.4234263859457575,0.136312621161106,-1.3333122339754615,0.0316374269005848,2.688888888888889,-0.1442593694229625,2,0.7834671653809445,2.4758458038688165,-11.829268292682931,32.090625934057755,1.2774451097804391,0,147.40507009513328,0,-1.3043700910112153,11.641625339045822,-1.86544160136706,43.23682446378374,0.5910573808190763,0,3,0,0.4124923346749009,0.0706209425223726,-0.984101204877928,1126.0,4.39041504767482,1.3757203216460874,0.0123027819045881,5.823908741,6.0149079078400005,6
0.2157603122260593,3,14.951935562841626,0,3.50425170372713,144.5439569402114,9.77851570501903,4.414564153840999,7,45.53211513250711,0.4743612137159674,0.1231527395163758,-1.5002445519803709,0.028130081300813,3.01,-0.0955578512396694,2,0.8086124091692346,2.4920612890111404,-8.409090909090907,34.07755415240832,1.226953467954346,0,148.70650521960704,0,-1.37857118806579,5.824404497999927,-1.9876595271938151,43.89309792667892,0.6418711595845227,0,5,1,0.5897973457546787,0.0687535390115548,-0.9664644531939744,1210.0,0.0,1.3682854998861482,0.009987778547633,6.769551079,6.606278471719999,7
0.2854135225274442,4,14.951935562841626,0,3.409626261972001,143.69342012682603,4.9839785209472085,4.410905971615104,6,51.60133644529938,0.4311299954980157,0.0735659626568717,-1.316385314817952,0.0272708333333333,2.9894736842105263,-0.1020408163265306,2,0.8179982048130398,2.491273044596939,-8.571428571428571,33.433054668888346,1.2654320987654322,0,148.22700997019388,0,-1.266293698270369,5.824404497999927,-1.9607309794545915,44.28795767050517,0.6323118604941023,0,5,1,0.7925476826023266,0.0691559675850817,0.0,1130.0,0.0,1.247266713587194,0.0096561772857291,5.530177984,5.7742946969,8
0.2234471378948396,3,14.951935562841626,0,3.508008012910033,144.71452449267238,4.9839785209472085,4.53142463079915,6,45.53211513250711,0.4311299954980157,0.0735659626568717,-1.388893458637673,0.0272708333333333,2.9320388349514563,-0.0970786516853932,2,0.8251175971599823,2.491273044596939,-8.64,32.492340251112985,1.2948100588550029,0,149.6642198566824,0,-1.310131778172561,5.824404497999927,-2.081423411624087,42.71318305262202,0.6387658139025079,0,5,1,0.7950194457157406,0.0691559675850817,0.0,1148.0,0.0,1.1951513140078471,0.0096561772857291,6.585026652,6.331416993560003,9
